ep,rwd,lpf
0,0.0760198751936878,0.0760198751936878
1,0.08344621534840631,0.07676250920915965
2,0.01627281941675509,0.0707135402299192
3,0.07286241793899925,0.07092842800082721
4,0.19139014017775907,0.0829745992185204
5,0.09397695654524955,0.08407483495119333
6,0.11146406432712759,0.08681375788878676
7,0.01945251757411448,0.08007763385731953
8,0.046900429597838134,0.0767599134313714
9,0.03942046330887052,0.07302596841912132
10,0.04900157319727896,0.07062352889693709
11,0.053772726408248775,0.06893844864806827
12,0.08867834084884549,0.070912437868146
13,0.012760805638392015,0.0650972746451706
14,0.05278224268782612,0.06386577144943614
15,0.08510957199332125,0.06599015150382466
16,0.06714362294723716,0.06610549864816591
17,0.03858868235930864,0.06335381701928018
18,0.05817690070606059,0.06283612538795823
19,0.017717814246193876,0.058324294273781795
20,0.025609292266232764,0.05505279407302689
21,0.022661384428025854,0.05181365310852679
22,0.04549875627643498,0.05118216342531762
23,0.0036148168748082908,0.04642542877026668
24,0.050216198539296285,0.04680450574716964
25,0.04441573259491775,0.04656562843194445
26,0.23431434007043261,0.06534049959579327
27,0.04895655802797183,0.06370210543901113
28,0.0279072687258612,0.06012262176769614
29,0.08904698707680136,0.06301505829860667
30,0.013316971690025348,0.058045249637748535
31,0.05872928394739372,0.05811365306871306
32,0.06364931423870548,0.0586672191857123
33,0.08797912805866552,0.06159841007300762
34,0.01104149929934195,0.056542718995641054
35,0.03489759669993227,0.05437820676607018
36,0.18854485249744393,0.06779487133920756
37,0.020263465091580456,0.06304173071444484
38,0.009875055357633578,0.05772506317876371
39,0.0668257473730474,0.058635131598192086
40,0.1987083880480811,0.072642457243181
41,0.05534146961479127,0.07091235848034202
42,0.10545592629973566,0.07436671526228139
43,0.1255009023962092,0.07948013397567417
44,0.04874199748579677,0.07640632032668644
45,0.023530592226292234,0.07111874751664703
46,0.02377911306059204,0.06638478407104152
47,0.09760548122147536,0.0695068537860849
48,0.08152382300715857,0.07070855070819226
49,0.04936128812949825,0.06857382445032287
50,0.0459626527369581,0.06631270727898639
51,0.05196467651276855,0.06487790420236461
52,0.08463570616616849,0.066853684398745
53,0.031241577424377453,0.06329247370130825
54,0.0545838827193581,0.06242161460311323
55,0.070873099492621,0.06326676309206401
56,0.075637466421737,0.06450383342503131
57,0.023523720154664217,0.06040582209799461
58,0.03171502902780201,0.057536742790975356
59,0.045426225394646205,0.05632569105134244
60,0.07036955794121588,0.05773007774032979
61,0.01657410161522179,0.053614480127818984
62,0.0352134593205923,0.051774378047096316
63,0.1371491197987865,0.06031185222226533
64,0.015202491276306952,0.05580091612766949
65,0.11315969632691747,0.06153679414759429
66,0.03695299307487918,0.059078414040322776
67,0.03187756480399084,0.05635832911668958
68,0.00805108969423376,0.051527605174444
69,0.06608205088051325,0.05298304974505093
70,0.030193228786016137,0.05070406764914745
71,0.1753232007039923,0.06316598095463194
72,0.06979778441732343,0.06382916130090109
73,0.03535387469601172,0.060981632640412155
74,0.011700537330156103,0.05605352310938655
75,0.10640145825877116,0.06108831662432501
76,0.011585968593421647,0.05613808182123468
77,0.030536834794937205,0.05357795711860493
78,0.0591909995937586,0.054139261366120295
79,0.007451415464555034,0.04947047677596377
80,0.014190204112787264,0.04594244950964612
81,0.09899274298794118,0.05124747885747563
82,0.03611492685082762,0.04973422365681083
83,0.06062633386850998,0.05082343467798075
84,0.08866173397169189,0.054607264607351866
85,0.07364102947638322,0.05651064109425501
86,0.006462550193229966,0.051505832004152506
87,0.0015425028044175448,0.046509499084179014
88,0.028622763770067294,0.044720825552767844
89,0.0416722106268276,0.04441596406017382
90,0.06137504309085458,0.0461118719632419
91,0.08480855962472056,0.04998154072938977
92,0.08906385269626504,0.053889771926077294
93,0.031612093020921606,0.051662004035561725
94,0.044406202696515254,0.05093642390165708
95,0.02735735281684004,0.048578516793175375
96,0.053720387562985826,0.04909270387015642
97,0.0380589114410661,0.047989324627247386
98,0.022783605635057567,0.0454687527280284
99,0.1632163334302394,0.057243510798249506
100,0.05999926216724418,0.05751908593514898
101,0.02488240281342513,0.054255417622976594
102,0.03466064775001012,0.052295940635679945
103,0.017264787704146477,0.048792825342526595
104,0.03441797747508257,0.047355340555782194
105,0.18113398432034203,0.06073320493223818
106,0.03670759777796615,0.05833064421681098
107,0.02002388318304984,0.05449996811343487
108,0.03813737860052733,0.05286370916214412
109,0.03294472160748505,0.050871810406678215
110,0.02338124952413594,0.04812275431842399
111,0.029127685538055913,0.04622324744038718
112,0.001222313991648427,0.041723154095513304
113,0.021677451714556106,0.03971858385741759
114,0.04934130516818876,0.040680855988494705
115,0.001865526288269237,0.036799323018472156
116,0.03482183065362569,0.03660157378198751
117,0.05631330062563418,0.03857274646635218
118,0.03635060894910502,0.03835053271462746
119,0.027721664906094644,0.03728764593377418
120,0.026253457812436664,0.036184227121640426
121,0.045818026174911354,0.037147607026967525
122,0.03587104530046616,0.03701995085431739
123,0.0152223096250653,0.034840186731392185
124,0.08172439024694444,0.03952860708294741
125,0.09254490450336199,0.04483023682498888
126,0.029862185633196602,0.04333343170580965
127,0.05434702688660007,0.0444347912238887
128,0.03422746361383559,0.04341405846288339
129,0.05593090352161152,0.04466574296875621
130,0.025302181464987326,0.04272938681837932
131,0.0635641047201462,0.04481285860855601
132,0.05595263948731173,0.045926836696431585
133,0.014690078380593618,0.042803160864847783
134,0.015016280465906463,0.04002447282495365
135,0.13584497790023065,0.04960652333248135
136,0.03246541770263267,0.04789241276949648
137,0.03748599619129482,0.046851771111676314
138,0.0495864554246138,0.047125239542970064
139,0.016780766788,0.04409079226747306
140,0.021472016682099415,0.0418289147089357
141,0.08010707529278793,0.04565673076732092
142,0.02684586277563259,0.04377564396815209
143,0.016598991036269696,0.04105797867496385
144,0.05299807666977578,0.04225198847444505
145,0.07204867364593603,0.04523165699159415
146,0.06947089330970986,0.04765558062340572
147,0.04697068630338545,0.04758709119140369
148,0.07064784669666384,0.0498931667419297
149,0.05676931221640071,0.050580781289376806
150,0.009456906165821798,0.046468393777021305
151,0.019281746881383198,0.0437497290874575
152,0.18980550896130666,0.05835530707484242
153,0.02860216696887079,0.05537999306424526
154,0.03718515498938988,0.05356050925675972
155,0.01780079713333631,0.04998453804441738
156,0.0896915967179643,0.053955243911772074
157,0.016566180078052994,0.050216337528400164
158,0.016322368872259928,0.04682694066278614
159,0.0536650138772119,0.04751074798422872
160,0.028907151328820647,0.04565038831868791
161,0.010504983315120597,0.04213584781833118
162,0.009309541742591954,0.038853217210757254
163,0.013833771259776917,0.03635127261565922
164,0.10871683833441832,0.043587829187535135
165,0.032642288391811825,0.04249327510796281
166,0.02270225911350394,0.040514173508516924
167,0.014777548203860036,0.03794051097805124
168,0.18596534684693483,0.052742994564939596
169,0.008308950782505597,0.0482995901866962
170,0.04998221229683804,0.048467852397710384
171,0.03724265540890883,0.047345332698830234
172,0.049244710239200094,0.04753527045286722
173,0.15556489961404357,0.05833823336898486
174,0.049519526621881305,0.05745636269427451
175,0.038658317599091774,0.055576558184756236
176,0.025503666965863835,0.052569269062867
177,0.09755447493506626,0.05706778965008692
178,0.0517163905242457,0.0565326497375028
179,0.05019042950310961,0.05589842771406348
180,0.033649007511213115,0.053673485693778444
181,0.022178306286289917,0.05052396775302959
182,0.06825014113763235,0.052296585091489864
183,0.07040944637211037,0.05410787121955192
184,0.04538231897077871,0.053235315994674605
185,0.03181377948847821,0.05109316234405496
186,0.02062196988324878,0.04804604309797434
187,0.060720674756494473,0.04931350626382636
188,0.015025599762638463,0.04588471561370757
189,0.05820595842353278,0.047116839894690093
190,0.02538879904148903,0.04494403580936999
191,0.0609099842174345,0.04654063065017644
192,0.029539513027199503,0.044840518887878746
193,0.01246493734709837,0.04160296073380071
194,0.019426909184864626,0.03938535557890711
195,0.0025645436998201986,0.035703274390998414
196,0.01717879053106284,0.03385082600500486
197,0.023262593597313773,0.03279200276423575
198,0.040750254552127885,0.033587827943024964
199,0.046235102654371654,0.03485255541415963
200,0.051101347665325036,0.03647743463927618
201,0.06271428456639239,0.0391011196319878
202,0.05253435898870577,0.040444443567659596
203,0.04694273680390548,0.041094272891284186
204,0.0380379419244802,0.040788639794603794
205,0.04260994548874919,0.04097077036401834
206,0.054835540371142244,0.04235724736473073
207,0.02039986313447937,0.040161508941705594
208,0.027185913799044847,0.038863949427439516
209,0.032217584445213276,0.03819931292921689
210,0.07098659714108972,0.04147804135040418
211,0.04133030592345044,0.04146326780770881
212,0.06939745440152496,0.044256686467090425
213,0.05958981090249722,0.04578999891063111
214,0.03220220929935689,0.044431219949503685
215,0.06433606177475468,0.046421704132028785
216,0.06006932026242477,0.04778646574506839
217,0.06212707060960252,0.0492205262315218
218,0.034434358743956214,0.047741909482765243
219,0.10224155274345943,0.05319187380883467
220,0.022472289316866602,0.05011991535963786
221,0.041483764303429996,0.049256300254017074
222,0.06596427559097204,0.050927097787712566
223,0.010096082357110524,0.04684399624465236
224,0.06418925722783815,0.04857852234297094
225,0.0942435077059109,0.05314502087926494
226,0.018682422279717593,0.04969876101931021
227,0.10474970353942777,0.05520385527132197
228,0.02583194379558389,0.05226666412374816
229,0.020928170122084387,0.04913281472358179
230,0.15883999328549142,0.06010353257977275
231,0.058563554299839816,0.05994953475177946
232,0.07279390516491997,0.06123397179309351
233,0.008211419376575612,0.055931716551441725
234,0.05019601108779383,0.055358146005076936
235,0.013746401375092709,0.051196971542078515
236,0.026101246548298106,0.04868739904270048
237,0.016532624820453635,0.0454719216204758
238,0.02974326797395861,0.04389905625582408
239,0.05004292311813572,0.044513442942055254
240,0.06652414792399294,0.046714513440249024
241,0.10162050841983898,0.05220511293820802
242,0.007159816656408857,0.04770058331002811
243,0.03241565190905824,0.046172090169931124
244,0.015350474242924683,0.04308992857723048
245,0.05747048693478014,0.044527984412985444
246,0.023450344943577582,0.04242022046604466
247,0.03670688039035745,0.04184888645847594
248,0.01605876602326539,0.039269874414954886
249,0.03577529560511579,0.03892041653397098
250,0.040751650438601496,0.03910353992443403
251,0.0232745932401766,0.03752064525600828
252,0.01634232539996585,0.03540281327040404
253,0.04349375643536035,0.03621190758689967
254,0.0136823638402376,0.03395895321223346
255,0.040995498377457015,0.03466260772875582
256,0.02615378172800469,0.033811725128680706
257,0.013840302420076967,0.03181458285782034
258,0.045533870986729855,0.033186511670711294
259,0.002793899463087257,0.03014725044994889
260,0.14897241575221773,0.04202976698017578
261,0.01446077391501408,0.0392728676736596
262,0.037821560698090374,0.03912773697610268
263,0.24790024356914717,0.060004987635407125
264,0.11033723919694757,0.06503821279156118
265,0.01936384792853545,0.06047077630525861
266,0.05276003052175504,0.05969970172690825
267,0.07366128192242698,0.061095859746460125
268,0.004825540251993665,0.05546882779701348
269,0.010843142709541098,0.05100625928826624
270,0.07963013360347108,0.05386864671978673
271,0.03527366264597589,0.05200914831240565
272,0.07073619213572506,0.053881852694737595
273,0.07195005877711971,0.055688673302975805
274,0.020134146115103314,0.05213322058418856
275,0.03344622586039936,0.050264521111809644
276,0.042736748358098,0.049511743836438485
277,0.04641773215944802,0.049202342668739435
278,0.045623496952372555,0.04884445809710275
279,0.06483034750891044,0.05044304703828352
280,0.021224518189301024,0.04752119415338527
281,0.07882277610547064,0.05065135234859381
282,0.042976556416553,0.04988387275538973
283,0.05162893288013404,0.05005837876786417
284,0.014077389578155141,0.04646027984889327
285,0.07662835231090828,0.04947708709509477
286,0.05967615913564792,0.05049699429915008
287,0.055242224913855685,0.050971517360620645
288,0.01731494187532263,0.04760585981209084
289,0.17289253751555797,0.06013452758243755
290,0.05402672066692808,0.0595237468908866
291,0.06350009038271782,0.05992138124006973
292,0.027570579221567294,0.05668630103821949
293,0.023026979277605795,0.05332036886215813
294,0.09053828414013036,0.057042160389955354
295,0.06850936003395258,0.05818888035435508
296,0.041845691372348705,0.05655456145615444
297,0.0826405221672422,0.05916315752726322
298,0.01978714057411466,0.05522555583194836
299,0.022732392626524423,0.05197623951140597
300,0.061262606179824,0.052904876178247774
301,0.0032841147398359636,0.047942800034406596
302,0.17698436812385837,0.06084695684335178
303,0.11948660947293047,0.06671092210630965
304,0.10231230438127045,0.07027106033380573
305,0.05382133451377289,0.06862608775180246
306,0.014566378171904048,0.06322011679381262
307,0.059036007788007085,0.06280170589323207
308,0.158122383290201,0.07233377363292898
309,0.06072524440453009,0.07117292071008909
310,0.0110056128085942,0.0651561899199396
311,0.05756350732421058,0.0643969216603667
312,0.056623084479314655,0.0636195379422615
313,0.019820035619862432,0.05923958771002159
314,0.07909669999451978,0.061225298938471416
315,0.04212611490943576,0.05931538053556785
316,0.02618045188036806,0.05600188767004787
317,0.027706122150480895,0.053172311118091176
318,0.019588397686175263,0.04981391977489959
319,0.07024522990421786,0.05185705078783141
320,0.17677823349077998,0.06434916905812627
321,0.07386277521461544,0.06530052967377518
322,0.06212313460330936,0.0649827901667286
323,0.012772481063630714,0.059761759256418814
324,0.020401921416778636,0.05582577547245479
325,0.13445784455748963,0.06368898238095828
326,0.05247635500230689,0.06256771964309314
327,0.05650844607582393,0.061961792286366224
328,0.02805659937949585,0.05857127299567919
329,0.08383432699519097,0.061097578395630375
330,0.025018705417611288,0.05748969109782846
331,0.04588699352948691,0.056329421340994314
332,0.1310533478207839,0.06380181398897328
333,0.03560331814624949,0.060981964404700904
334,0.05958396976616811,0.060842164940847626
335,0.04015787861055013,0.058773736307817875
336,0.06398914821357113,0.0592952774983932
337,0.10131652302299106,0.063497402050853
338,0.1224310082381729,0.069390762669585
339,0.02300648160123764,0.06475233456275026
340,0.0774187842740707,0.0660189795338823
341,0.06574243910377967,0.06599132549087204
342,0.050774294634551076,0.06446962240523994
343,0.06742361771698117,0.06476502193641406
344,0.06591388104750387,0.06487990784752305
345,0.0656147323599745,0.0649533902987682
346,0.11768859486927888,0.07022691075581927
347,0.010901076620883465,0.0642943273423257
348,0.050047214324824195,0.06286961604057555
349,0.02487193620193917,0.05906984805671191
350,0.006749556877883834,0.05383781893882911
351,0.023357409389782903,0.05078977798392449
352,0.04576637646077497,0.05028743783160954
353,0.02124298410874541,0.04738299245932313
354,0.044234068595854124,0.04706810007297623
355,0.03579973555890259,0.04594126362156887
